url,title,mitre_tactic_name,mitre_tactic,mitre_technique_name,mitre_technique,description,type,elastic_query,rule_indices,references,tags
https://www.elastic.co/guide/en/security/7.16/aws-ec2-encryption-disabled.html,AWS EC2 Encryption Disablededit,['Impact'],['TA0040'],['Data Manipulation'],['T1565'],Identifies disabling of Amazon Elastic Block Store (EBS) encryption by default in the current region. Disabling encryption by default does not change the encryption status of your existing volumes.,['query'],event.dataset:aws.cloudtrail and event.provider:ec2.amazonaws.com andevent.action:DisableEbsEncryptionByDefault and event.outcome:success,"['filebeat-*', 'logs-aws*']","['https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html', 'https://awscli.amazonaws.com/v2/documentation/api/latest/reference/ec2/disable-ebs-encryption-by-default.html', 'https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisableEbsEncryptionByDefault.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Data Protection']"
https://www.elastic.co/guide/en/security/7.16/aws-ec2-flow-log-deletion.html,AWS EC2 Flow Log Deletionedit,['Defense Evasion'],['TA0005'],['Impair Defenses'],['T1562'],Identifies the deletion of one or more flow logs in AWS Elastic Compute Cloud (EC2). An adversary may delete flow logs in an attempt to evade defenses.,['query'],event.dataset:aws.cloudtrail and event.provider:ec2.amazonaws.com andevent.action:DeleteFlowLogs and event.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/ec2/delete-flow-logs.html', 'https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteFlowLogs.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Log Auditing']"
https://www.elastic.co/guide/en/security/7.16/aws-ec2-full-network-packet-capture-detected.html,AWS EC2 Full Network Packet Capture Detectededit,"['Exfiltration', 'Collection']","['TA0010', 'TA0009']","['Automated Exfiltration', 'Data Staged']","['T1020', 'T1074']",Identifies potential Traffic Mirroring in an Amazon Elastic Compute Cloud (EC2) instance. Traffic Mirroring is an Amazon VPC feature that you can use to copy network traffic from an Elastic network interface. This feature can potentially be abused to exfiltrate sensitive data from unencrypted internal traffic.,['query'],event.dataset:aws.cloudtrail and event.provider:ec2.amazonaws.com andevent.action:(CreateTrafficMirrorFilter orCreateTrafficMirrorFilterRule or CreateTrafficMirrorSession orCreateTrafficMirrorTarget) and event.outcome:success,"['filebeat-*', 'logs-aws*']","['https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_TrafficMirrorFilter.html', 'https://github.com/easttimor/aws-incident-response']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Network Security']"
https://www.elastic.co/guide/en/security/7.16/aws-ec2-network-access-control-list-creation.html,AWS EC2 Network Access Control List Creationedit,['Persistence'],['TA0003'],['External Remote Services'],['T1133'],Identifies the creation of an AWS Elastic Compute Cloud (EC2) network access control list (ACL) or an entry in a network ACL with a specified rule number.,['query'],event.dataset:aws.cloudtrail and event.provider:ec2.amazonaws.com andevent.action:(CreateNetworkAcl or CreateNetworkAclEntry) andevent.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/ec2/create-network-acl.html', 'https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNetworkAcl.html', 'https://awscli.amazonaws.com/v2/documentation/api/latest/reference/ec2/create-network-acl-entry.html', 'https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNetworkAclEntry.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Network Security']"
https://www.elastic.co/guide/en/security/7.16/aws-ec2-network-access-control-list-deletion.html,AWS EC2 Network Access Control List Deletionedit,['Defense Evasion'],['TA0005'],['Impair Defenses'],['T1562'],Identifies the deletion of an Amazon Elastic Compute Cloud (EC2) network access control list (ACL) or one of its ingress/egress entries.,['query'],event.dataset:aws.cloudtrail and event.provider:ec2.amazonaws.com andevent.action:(DeleteNetworkAcl or DeleteNetworkAclEntry) andevent.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/ec2/delete-network-acl.html', 'https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkAcl.html', 'https://awscli.amazonaws.com/v2/documentation/api/latest/reference/ec2/delete-network-acl-entry.html', 'https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkAclEntry.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Network Security']"
https://www.elastic.co/guide/en/security/7.16/aws-ec2-snapshot-activity.html,AWS EC2 Snapshot Activityedit,['Exfiltration'],['TA0010'],['Transfer Data to Cloud Account'],['T1537'],"An attempt was made to modify AWS EC2 snapshot attributes. Snapshots are sometimes shared by threat actors in order to exfiltrate bulk data from an EC2 fleet. If the permissions were modified, verify the snapshot was not shared with an unauthorized or unexpected AWS account.",['query'],event.dataset:aws.cloudtrail and event.provider:ec2.amazonaws.com andevent.action:ModifySnapshotAttribute,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/ec2/modify-snapshot-attribute.html', 'https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifySnapshotAttribute.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Asset Visibility']"
https://www.elastic.co/guide/en/security/7.16/aws-ec2-vm-export-failure.html,AWS EC2 VM Export Failureedit,"['Exfiltration', 'Collection']","['TA0010', 'TA0009']","['Transfer Data to Cloud Account', 'Data from Local System']","['T1537', 'T1005']",Identifies an attempt to export an AWS EC2 instance. A virtual machine (VM) export may indicate an attempt to extract or exfiltrate information.,['query'],event.dataset:aws.cloudtrail and event.provider:ec2.amazonaws.com andevent.action:CreateInstanceExportTask and event.outcome:failure,"['filebeat-*', 'logs-aws*']",['https://docs.aws.amazon.com/vm-import/latest/userguide/vmexport.html#export-instance'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Asset Visibility']"
https://www.elastic.co/guide/en/security/7.16/aws-efs-file-system-or-mount-deleted.html,AWS EFS File System or Mount Deletededit,['Impact'],['TA0040'],['Data Destruction'],['T1485'],"Detects when a EFS File System or Mount is deleted. An adversary could break any file system using the mount target that is being deleted, which might disrupt instances or applications using those mounts. The mount must be deleted prior to deleting the File System, or the adversary will be unable to delete the File System.",['query'],event.dataset:aws.cloudtrail andevent.provider:elasticfilesystem.amazonaws.com andevent.action:(DeleteMountTarget or DeleteFileSystem) andevent.outcome:success,"['filebeat-*', 'logs-aws*']","['https://docs.aws.amazon.com/efs/latest/ug/API_DeleteFileSystem.html', 'https://docs.aws.amazon.com/efs/latest/ug/API_DeleteMountTarget.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Data Protection']"
https://www.elastic.co/guide/en/security/7.16/aws-elasticache-security-group-created.html,AWS ElastiCache Security Group Creatededit,['Defense Evasion'],['TA0005'],['Impair Defenses'],['T1562'],Identifies when an ElastiCache security group has been created.,['query'],"event.dataset:aws.cloudtrail andevent.provider:elasticache.amazonaws.com and event.action:""CreateCache Security Group"" and event.outcome:success","['filebeat-*', 'logs-aws*']",['https://docs.aws.amazon.com/AmazonElastiCache/latest/APIReference/API_CreateCacheSecurityGroup.html'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Monitoring']"
https://www.elastic.co/guide/en/security/7.16/aws-elasticache-security-group-modified-or-deleted.html,AWS ElastiCache Security Group Modified or Deletededit,['Defense Evasion'],['TA0005'],['Impair Defenses'],['T1562'],Identifies when an ElastiCache security group has been modified or deleted.,['query'],"event.dataset:aws.cloudtrail andevent.provider:elasticache.amazonaws.com and event.action:(""DeleteCache Security Group"" or ""Authorize Cache Security Group Ingress"" or""Revoke Cache Security Group Ingress"" or""AuthorizeCacheSecurityGroupEgress"" or""RevokeCacheSecurityGroupEgress"") and event.outcome:success","['filebeat-*', 'logs-aws*']",['https://docs.aws.amazon.com/AmazonElastiCache/latest/APIReference/Welcome.html'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Monitoring']"
https://www.elastic.co/guide/en/security/7.16/aws-eventbridge-rule-disabled-or-deleted.html,AWS EventBridge Rule Disabled or Deletededit,['Impact'],['TA0040'],[],[],Identifies when a user disabled or deleted an EventBridge rule. This activity can result in an unintended loss of visibility in applications or breaking the flow with other AWS services.,['query'],event.dataset:aws.cloudtrail andevent.provider:eventbridge.amazonaws.com and event.action:(DeleteRuleor DisableRule) and event.outcome:success,"['filebeat-*', 'logs-aws*']","['https://docs.aws.amazon.com/eventbridge/latest/APIReference/API_DeleteRule.html', 'https://docs.aws.amazon.com/eventbridge/latest/APIReference/API_DisableRule.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Monitoring']"
https://www.elastic.co/guide/en/security/7.16/aws-execution-via-system-manager.html,AWS Execution via System Manageredit,['Initial Access'],['TA0001'],['Phishing'],['T1566'],"Identifies the execution of commands and scripts via System Manager. Execution methods such as RunShellScript, RunPowerShellScript, and alike can be abused by an authenticated attacker to install a backdoor or to interact with a compromised instance via reverse-shell using system only commands.",['query'],event.dataset:aws.cloudtrail and event.provider:ssm.amazonaws.com andevent.action:SendCommand and event.outcome:success,"['filebeat-*', 'logs-aws*']",['https://docs.aws.amazon.com/systems-manager/latest/userguide/ssm-plugins.html'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Log Auditing']"
https://www.elastic.co/guide/en/security/7.16/aws-guardduty-detector-deletion.html,AWS GuardDuty Detector Deletionedit,['Defense Evasion'],['TA0005'],['Impair Defenses'],['T1562'],"Identifies the deletion of an Amazon GuardDuty detector. Upon deletion, GuardDuty stops monitoring the environment and all existing findings are lost.",['query'],event.dataset:aws.cloudtrail andevent.provider:guardduty.amazonaws.com and event.action:DeleteDetectorand event.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/guardduty/delete-detector.html', 'https://docs.aws.amazon.com/guardduty/latest/APIReference/API_DeleteDetector.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Monitoring']"
https://www.elastic.co/guide/en/security/7.16/aws-iam-assume-role-policy-update.html,AWS IAM Assume Role Policy Updateedit,['Privilege Escalation'],['TA0004'],['Valid Accounts'],['T1078'],Identifies attempts to modify an AWS IAM Assume Role Policy. An adversary may attempt to modify the AssumeRolePolicy of a misconfigured role in order to gain the privileges of that role.,['query'],event.dataset:aws.cloudtrail and event.provider:iam.amazonaws.com andevent.action:UpdateAssumeRolePolicy and event.outcome:success,"['filebeat-*', 'logs-aws*']",['https://labs.bishopfox.com/tech-blog/5-privesc-attack-vectors-in-aws'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Identity and Access']"
https://www.elastic.co/guide/en/security/7.16/aws-iam-brute-force-of-assume-role-policy.html,AWS IAM Brute Force of Assume Role Policyedit,['Credential Access'],['TA0006'],['Brute Force'],['T1110'],Identifies a high number of failed attempts to assume an AWS Identity and Access Management (IAM) role. IAM roles are used to delegate access to users or services. An adversary may attempt to enumerate IAM roles in order to determine if a role exists before attempting to assume or hijack the discovered role.,['threshold'],event.dataset:aws.cloudtrail and event.provider:iam.amazonaws.comand event.action:UpdateAssumeRolePolicy andaws.cloudtrail.error_code:MalformedPolicyDocumentException andevent.outcome:failure,"['filebeat-*', 'logs-aws*']","['https://www.praetorian.com/blog/aws-iam-assume-role-vulnerabilities', 'https://rhinosecuritylabs.com/aws/assume-worst-aws-assume-role-enumeration/']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Identity and Access']"
https://www.elastic.co/guide/en/security/7.16/aws-iam-deactivation-of-mfa-device.html,AWS IAM Deactivation of MFA Deviceedit,['Impact'],['TA0040'],['Account Access Removal'],['T1531'],"Identifies the deactivation of a specified multi-factor authentication (MFA) device and removes it from association with the user name for which it was originally enabled. In AWS Identity and Access Management (IAM), a device must be deactivated before it can be deleted.",['query'],event.dataset:aws.cloudtrail and event.provider:iam.amazonaws.com andevent.action:(DeactivateMFADevice or DeleteVirtualMFADevice) andevent.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/iam/deactivate-mfa-device.html', 'https://docs.aws.amazon.com/IAM/latest/APIReference/API_DeactivateMFADevice.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Monitoring']"
https://www.elastic.co/guide/en/security/7.16/aws-iam-group-creation.html,AWS IAM Group Creationedit,['Persistence'],['TA0003'],['Create Account'],['T1136'],Identifies the creation of a group in AWS Identity and Access Management (IAM). Groups specify permissions for multiple users. Any user in a group automatically has the permissions that are assigned to the group.,['query'],event.dataset:aws.cloudtrail and event.provider:iam.amazonaws.com andevent.action:CreateGroup and event.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/iam/create-group.html', 'https://docs.aws.amazon.com/IAM/latest/APIReference/API_CreateGroup.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Identity and Access']"
https://www.elastic.co/guide/en/security/7.16/aws-iam-group-deletion.html,AWS IAM Group Deletionedit,['Impact'],['TA0040'],['Account Access Removal'],['T1531'],Identifies the deletion of a specified AWS Identity and Access Management (IAM) resource group. Deleting a resource group does not delete resources that are members of the group; it only deletes the group structure.,['query'],event.dataset:aws.cloudtrail and event.provider:iam.amazonaws.com andevent.action:DeleteGroup and event.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/iam/delete-group.html', 'https://docs.aws.amazon.com/IAM/latest/APIReference/API_DeleteGroup.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Monitoring']"
https://www.elastic.co/guide/en/security/7.16/aws-iam-password-recovery-requested.html,AWS IAM Password Recovery Requestededit,['Initial Access'],['TA0001'],['Valid Accounts'],['T1078'],Identifies AWS IAM password recovery requests. An adversary may attempt to gain unauthorized AWS access by abusing password recovery mechanisms.,['query'],event.dataset:aws.cloudtrail and event.provider:signin.amazonaws.comand event.action:PasswordRecoveryRequested and event.outcome:success,"['filebeat-*', 'logs-aws*']",['https://www.cadosecurity.com/2020/06/11/an-ongoing-aws-phishing-campaign/'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Identity and Access']"
https://www.elastic.co/guide/en/security/7.16/aws-iam-user-addition-to-group.html,AWS IAM User Addition to Groupedit,"['Credential Access', 'Persistence']","['TA0006', 'TA0003']",['Account Manipulation'],['T1098'],Identifies the addition of a user to a specified group in AWS Identity and Access Management (IAM).,['query'],event.dataset:aws.cloudtrail and event.provider:iam.amazonaws.com andevent.action:AddUserToGroup and event.outcome:success,"['filebeat-*', 'logs-aws*']",['https://docs.aws.amazon.com/IAM/latest/APIReference/API_AddUserToGroup.html'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Identity and Access']"
https://www.elastic.co/guide/en/security/7.16/aws-management-console-brute-force-of-root-user-identity.html,AWS Management Console Brute Force of Root User Identityedit,['Credential Access'],['TA0006'],['Brute Force'],['T1110'],"Identifies a high number of failed authentication attempts to the AWS management console for the Root user identity. An adversary may attempt to brute force the password for the Root user identity, as it has complete access to all services and resources for the AWS account.",['threshold'],event.dataset:aws.cloudtrail and event.provider:signin.amazonaws.comand event.action:ConsoleLogin andaws.cloudtrail.user_identity.type:Root and event.outcome:failure,"['filebeat-*', 'logs-aws*']",['https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Identity and Access']"
https://www.elastic.co/guide/en/security/7.16/aws-management-console-root-login.html,AWS Management Console Root Loginedit,"['Initial Access', 'Persistence']","['TA0001', 'TA0003']","['Valid Accounts', 'Valid Accounts']","['T1078', 'T1078']",Identifies a successful login to the AWS Management Console by the Root user.,['query'],event.dataset:aws.cloudtrail and event.provider:signin.amazonaws.comand event.action:ConsoleLogin andaws.cloudtrail.user_identity.type:Root and event.outcome:success,"['filebeat-*', 'logs-aws*']",['https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Identity and Access']"
https://www.elastic.co/guide/en/security/7.16/aws-rds-cluster-creation.html,AWS RDS Cluster Creationedit,"['Persistence', 'Defense Evasion']","['TA0003', 'TA0005']",['External Remote Services'],['T1133'],Identifies the creation of a new Amazon Relational Database Service (RDS) Aurora DB cluster or global database spread across multiple regions.,['query'],event.dataset:aws.cloudtrail and event.provider:rds.amazonaws.com andevent.action:(CreateDBCluster or CreateGlobalCluster) andevent.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/rds/create-db-cluster.html', 'https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_CreateDBCluster.html', 'https://awscli.amazonaws.com/v2/documentation/api/latest/reference/rds/create-global-cluster.html', 'https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_CreateGlobalCluster.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Asset Visibility']"
https://www.elastic.co/guide/en/security/7.16/aws-rds-cluster-deletion.html,AWS RDS Cluster Deletionedit,['Impact'],['TA0040'],['Data Destruction'],['T1485'],Identifies the deletion of an Amazon Relational Database Service (RDS) Aurora database cluster or global database cluster.,['query'],event.dataset:aws.cloudtrail and event.provider:rds.amazonaws.com andevent.action:(DeleteDBCluster or DeleteGlobalCluster) andevent.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/rds/delete-db-cluster.html', 'https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_DeleteDBCluster.html', 'https://awscli.amazonaws.com/v2/documentation/api/latest/reference/rds/delete-global-cluster.html', 'https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_DeleteGlobalCluster.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Asset Visibility']"
https://www.elastic.co/guide/en/security/7.16/aws-rds-instance-creation.html,AWS RDS Instance Creationedit,['Persistence'],['TA0003'],[],[],Identifies the creation of an Amazon Relational Database Service (RDS) Aurora database instance.,['query'],event.dataset:aws.cloudtrail and event.provider:rds.amazonaws.com andevent.action:CreateDBInstance and event.outcome:success,"['filebeat-*', 'logs-aws*']",['https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_CreateDBInstance.html'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Asset Visibility']"
https://www.elastic.co/guide/en/security/7.16/aws-rds-instance-cluster-stoppage.html,AWS RDS Instance/Cluster Stoppageedit,['Impact'],['TA0040'],['Service Stop'],['T1489'],Identifies that an Amazon Relational Database Service (RDS) cluster or instance has been stopped.,['query'],event.dataset:aws.cloudtrail and event.provider:rds.amazonaws.com andevent.action:(StopDBCluster or StopDBInstance) andevent.outcome:success,"['filebeat-*', 'logs-aws*']","['https://awscli.amazonaws.com/v2/documentation/api/latest/reference/rds/stop-db-cluster.html', 'https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_StopDBCluster.html', 'https://awscli.amazonaws.com/v2/documentation/api/latest/reference/rds/stop-db-instance.html', 'https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_StopDBInstance.html']","['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Asset Visibility']"
https://www.elastic.co/guide/en/security/7.16/aws-rds-security-group-creation.html,AWS RDS Security Group Creationedit,['Persistence'],['TA0003'],['Create Account'],['T1136'],Identifies the creation of an Amazon Relational Database Service (RDS) Security group.,['query'],event.dataset:aws.cloudtrail and event.provider:rds.amazonaws.com andevent.action:CreateDBSecurityGroup and event.outcome:success,"['filebeat-*', 'logs-aws*']",['https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_CreateDBSecurityGroup.html'],"['Elastic', 'Cloud', 'AWS', 'Continuous Monitoring', 'SecOps', 'Monitoring']"
