url,title,mitre_tactic_name,mitre_tactic,mitre_technique_name,mitre_technique,description,type,elastic_query,rule_indices,references,tags
https://www.elastic.co/guide/en/security/7.16/command-prompt-network-connection.html,Command Prompt Network Connectionedit,"['Execution', 'Command and Control']","['TA0002', 'TA0011']","['Command and Scripting Interpreter', 'Ingress Tool Transfer']","['T1059', 'T1105']",Identifies cmd.exe making a network connection. Adversaries could abuse cmd.exe to download or execute malware from a remote URL.,['eql'],"sequence by process.entity_id [process where process.name :""cmd.exe"" and event.type == ""start""] [network where process.name :""cmd.exe"" and not cidrmatch(destination.ip, ""10.0.0.0/8"",""127.0.0.0/8"", ""169.254.0.0/16"", ""172.16.0.0/12"", ""192.0.0.0/24"",""192.0.0.0/29"", ""192.0.0.8/32"", ""192.0.0.9/32"", ""192.0.0.10/32"",""192.0.0.170/32"", ""192.0.0.171/32"",""192.0.2.0/24"", ""192.31.196.0/24"", ""192.52.193.0/24"",""192.168.0.0/16"", ""192.88.99.0/24"", ""224.0.0.0/4"", ""100.64.0.0/10"",""192.175.48.0/24"", ""198.18.0.0/15"",""198.51.100.0/24"", ""203.0.113.0/24"", ""240.0.0.0/4"", ""::1"",""FE80::/10"", ""FF00::/8"")]","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",['https://www.iana.org/assignments/iana-ipv4-special-registry/iana-ipv4-special-registry.xhtml'],"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Execution']"
https://www.elastic.co/guide/en/security/7.16/command-shell-activity-started-via-rundll32.html,Command Shell Activity Started via RunDLL32edit,['Execution'],['TA0002'],['Command and Scripting Interpreter'],['T1059'],"Identifies command shell activity started via RunDLL32, which is commonly abused by attackers to host malicious code.",['eql'],"process where event.type == ""start"" and process.name : (""cmd.exe"",""powershell.exe"") and process.parent.name : ""rundll32.exe"" andprocess.parent.command_line != null and /* common FPs can be addedhere */ not process.parent.args :(""C:\\Windows\\System32\\SHELL32.dll,RunAsNewUser_RunDLL"",""C:\\WINDOWS\\*.tmp,zzzzInvokeManagedCustomActionOutOfProc"")","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Execution']"
https://www.elastic.co/guide/en/security/7.16/component-object-model-hijacking.html,Component Object Model Hijackingedit,['Persistence'],['TA0003'],['Event Triggered Execution'],['T1546'],Identifies Component Object Model (COM) hijacking via registry modification. Adversaries may establish persistence by executing malicious content triggered by hijacked references to COM objects.,['eql'],"registry where /* uncomment once length is stablelength(bytes_written_string) > 0 and */ (registry.path :""HK*}\\InprocServer32\\"" and registry.data.strings: (""scrobj.dll"",""C:\\*\\scrobj.dll"") and not registry.path :""*\\{06290BD*-48AA-11D2-8432-006008C3FBFC}\\*"") or /* in generalCOM Registry changes on Users Hive is less noisy and worth alerting */(registry.path : (""HKEY_USERS\\*Classes\\*\\InprocServer32\\"",""HKEY_USERS\\*Classes\\*\\LocalServer32\\"",""HKEY_USERS\\*Classes\\*\\DelegateExecute\\"",""HKEY_USERS\\*Classes\\*\\TreatAs\\"",""HKEY_USERS\\*Classes\\CLSID\\*\\ScriptletURL\\"") and /* notnecessary but good for filtering privileged installations */user.domain != ""NT AUTHORITY"")","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",['https://bohops.com/2018/08/18/abusing-the-com-registry-structure-part-2-loading-techniques-for-evasion-and-persistence/'],"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Persistence']"
https://www.elastic.co/guide/en/security/7.16/conhost-spawned-by-suspicious-parent-process.html,Conhost Spawned By Suspicious Parent Processedit,['Execution'],['TA0002'],['Command and Scripting Interpreter'],['T1059'],"Detects when the Console Window Host (conhost.exe) process is spawned by a suspicious parent process, which could be indicative of code injection.",['eql'],"process where event.type in (""start"", ""process_started"") andprocess.name : ""conhost.exe"" and process.parent.name :(""svchost.exe"", ""lsass.exe"", ""services.exe"", ""smss.exe"",""winlogon.exe"", ""explorer.exe"",""dllhost.exe"", ""rundll32.exe"", ""regsvr32.exe"", ""userinit.exe"",""wininit.exe"", ""spoolsv.exe"", ""wermgr.exe"",""csrss.exe"", ""ctfmon.exe"")","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",['https://www.fireeye.com/blog/threat-research/2017/08/monitoring-windows-console-activity-part-one.html'],"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Execution']"
https://www.elastic.co/guide/en/security/7.16/connection-to-commonly-abused-free-ssl-certificate-providers.html,Connection to Commonly Abused Free SSL Certificate Providersedit,['Command and Control'],['TA0011'],['Encrypted Channel'],['T1573'],Identifies unusual processes connecting to domains using known free SSL certificates. Adversaries may employ a known encryption algorithm to conceal command and control traffic.,['eql'],"network where network.protocol == ""dns"" and /* Add new free SSLcertificate provider domains here */ dns.question.name :(""*letsencrypt.org"", ""*.sslforfree.com"", ""*.zerossl.com"",""*.freessl.org"") and /* Native Windows process paths that areunlikely to have network connections to domains secured using free SSLcertificates */ process.executable :(""C:\\Windows\\System32\\*.exe"",""C:\\Windows\\System\\*.exe"",""C:\\Windows\\SysWOW64\\*.exe"",""C:\\Windows\\Microsoft.NET\\Framework*\\*.exe"",""C:\\Windows\\explorer.exe"",""C:\\Windows\\notepad.exe"") and /* Insert noisy false positiveshere */ not process.name : (""svchost.exe"", ""MicrosoftEdge*.exe"",""msedge.exe"")","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Command and Control']"
https://www.elastic.co/guide/en/security/7.16/connection-to-commonly-abused-web-services.html,Connection to Commonly Abused Web Servicesedit,"['Command and Control', 'Exfiltration']","['TA0011', 'TA0010']","['Web Service', 'Exfiltration Over Web Service']","['T1102', 'T1567']",Adversaries may implement command and control communications that use common web services in order to hide their activity. This attack technique is typically targeted to an organization and uses web services common to the victim network which allows the adversary to blend into legitimate traffic. activity. These popular services are typically targeted since they have most likely been used before a compromise and allow adversaries to blend in the network.,['eql'],"network where network.protocol == ""dns"" and process.name != nulland user.id not in (""S-1-5-18"", ""S-1-5-19"", ""S-1-5-20"") and /* Addnew WebSvc domains here */ dns.question.name : (""raw.githubusercontent.*"", ""*.pastebin.*"",""*drive.google.*"", ""*docs.live.*"",""*api.dropboxapi.*"", ""*dropboxusercontent.*"",""*onedrive.*"", ""*4shared.*"", ""*.file.io"",""*filebin.net"", ""*slack-files.com"", ""*ghostbin.*"",""*ngrok.*"", ""*portmap.*"", ""*serveo.net"",""*localtunnel.me"", ""*pagekite.me"", ""*localxpose.io"",""*notabug.org"", ""rawcdn.githack.*"",""paste.nrecom.net"", ""zerobin.net"", ""controlc.com"",""requestbin.net"" ) and /* Insert noisy false positives here */not process.executable : ( ""?:\\Program Files\\*.exe"",""?:\\Program Files (x86)\\*.exe"",""?:\\Windows\\System32\\WWAHost.exe"",""?:\\Windows\\System32\\smartscreen.exe"",""?:\\Windows\\System32\\MicrosoftEdgeCP.exe"",""?:\\ProgramData\\Microsoft\\WindowsDefender\\Platform\\*\\MsMpEng.exe"", ""?:\\Users\\*\\AppData\\Local\\Google\\Chrome\\Application\\chrome.exe"",""?:\\Users\\*\\AppData\\Local\\Programs\\Fiddler\\Fiddler.exe"",""?:\\Users\\*\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe"",""?:\\Users\\*\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe"",""?:\\Windows\\system32\\mobsync.exe"",""?:\\Windows\\SysWOW64\\mobsync.exe"" )","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Command and Control']"
https://www.elastic.co/guide/en/security/7.16/control-panel-process-with-unusual-arguments.html,Control Panel Process with Unusual Argumentsedit,['Defense Evasion'],['TA0005'],['Signed Binary Proxy Execution'],['T1218'],Identifies unusual instances of Control Panel with suspicious keywords or paths in the process command line value. Adversaries may abuse Control.exe to proxy execution of malicious code.,['eql'],"process where event.type in (""start"", ""process_started"") andprocess.executable : (""?:\\Windows\\SysWOW64\\control.exe"",""?:\\Windows\\System32\\control.exe"") and process.command_line :(""*.jpg*"", ""*.png*"", ""*.gif*"",""*.bmp*"", ""*.jpeg*"", ""*.TIFF*"",""*.inf*"", ""*.dat*"", ""*.cpl:*/*"",""*../../..*"", ""*/AppData/Local/*"",""*:\\Users\\Public\\*"", ""*\\AppData\\Local\\*"")","['logs-endpoint.events.*', 'winlogbeat-*', 'logs-windows.*']",['https://www.joesandbox.com/analysis/476188/1/html'],"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Defense Evasion']"
https://www.elastic.co/guide/en/security/7.16/creation-of-a-hidden-local-user-account.html,Creation of a Hidden Local User Accountedit,['Persistence'],['TA0003'],['Create Account'],['T1136'],Identifies the creation of a hidden local user account by appending the dollar sign to the account name. This is sometimes done by attackers to increase access to a system and avoid appearing in the results of accounts listing using the net users command.,['eql'],"registry where registry.path :""HKLM\\SAM\\SAM\\Domains\\Account\\Users\\Names\\*$\\""","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']","['https://web.archive.org/web/20230329153858/https://blog.menasec.net/2019/02/threat-hunting-6-hiding-in-plain-sights_8.html', 'https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/tree/master/2020/2020.12.15.Lazarus_Campaign']","['Elastic', 'Host', 'Windows', 'Threat Detection', 'Persistence']"
https://www.elastic.co/guide/en/security/7.16/creation-or-modification-of-domain-backup-dpapi-private-key.html,Creation or Modification of Domain Backup DPAPI private keyedit,['Credential Access'],['TA0006'],['Unsecured Credentials'],['T1552'],Identifies the creation or modification of Domain Backup private keys. Adversaries may extract the Data Protection API (DPAPI) domain backup key from a Domain Controller (DC) to be able to decrypt any domain user master key file.,['eql'],"file where event.type != ""deletion"" and file.name :(""ntds_capi_*.pfx"", ""ntds_capi_*.pvk"")","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']","['https://www.dsinternals.com/en/retrieving-dpapi-backup-keys-from-active-directory/', 'https://www.harmj0y.net/blog/redteaming/operational-guidance-for-offensive-user-dpapi-abuse/']","['Elastic', 'Host', 'Windows', 'Threat Detection', 'Credential Access']"
https://www.elastic.co/guide/en/security/7.16/creation-or-modification-of-root-certificate.html,Creation or Modification of Root Certificateedit,['Defense Evasion'],['TA0005'],['Subvert Trust Controls'],['T1553'],Identifies the creation or modification of a local trusted root certificate in Windows. The install of a malicious root certificate would allow an attacker the ability to masquerade malicious files as valid signed components from any entity (e.g. Microsoft). It could also allow an attacker to decrypt SSL traffic.,['eql'],"registry where event.type in (""creation"", ""change"") andregistry.path : ( ""HKLM\\Software\\Microsoft\\SystemCertificates\\Root\\Certificates\\*\\Blob"", ""HKLM\\Software\\Microsoft\\SystemCertificates\\AuthRoot\\Certificates\\*\\Blob"", ""HKLM\\Software\\Policies\\Microsoft\\SystemCertificates\\Root\\Certificates\\*\\Blob"", ""HKLM\\Software\\Policies\\Microsoft\\SystemCertificates\\AuthRoot\\Certificates\\*\\Blob"" )","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']","['https://posts.specterops.io/code-signing-certificate-cloning-attacks-and-defenses-6f98657fc6ec', 'https://www.ired.team/offensive-security/persistence/t1130-install-root-certificate']","['Elastic', 'Host', 'Windows', 'Threat Detection', 'Defense Evasion']"
https://www.elastic.co/guide/en/security/7.16/creation-or-modification-of-a-new-gpo-scheduled-task-or-service.html,Creation or Modification of a new GPO Scheduled Task or Serviceedit,['Persistence'],['TA0003'],['Scheduled Task/Job'],['T1053'],"Detects the creation or modification of a new Group Policy based scheduled task or service. These methods are used for legitimate system administration, but can also be abused by an attacker with domain admin permissions to execute a malicious payload remotely on all or a subset of the domain joined machines.",['eql'],"file where event.type != ""deletion"" and file.path : (""?:\\Windows\\SYSVOL\\domain\\Policies\\*\\MACHINE\\Preferences\\ScheduledTasks\\ScheduledTasks.xml"", ""?:\\Windows\\SYSVOL\\domain\\Policies\\*\\MACHINE\\Preferences\\Preferences\\Services\\Services.xml"") andnot process.name : ""dfsrs.exe""","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Persistence']"
https://www.elastic.co/guide/en/security/7.16/credential-acquisition-via-registry-hive-dumping.html,Credential Acquisition via Registry Hive Dumpingedit,['Credential Access'],['TA0006'],['OS Credential Dumping'],['T1003'],Identifies attempts to export a registry hive which may contain credentials using the Windows reg.exe tool.,['eql'],"process where event.type in (""start"", ""process_started"") andprocess.pe.original_file_name == ""reg.exe"" and process.args :(""save"", ""export"") and process.args : (""hklm\\sam"", ""hklm\\security"")","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",['https://medium.com/threatpunter/detecting-attempts-to-steal-passwords-from-the-registry-7512674487f8'],"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Credential Access']"
https://www.elastic.co/guide/en/security/7.16/cyberark-privileged-access-security-error.html,CyberArk Privileged Access Security Erroredit,"['Privilege Escalation', 'Initial Access']","['TA0004', 'TA0001']",['Valid Accounts'],['T1078'],Identifies the occurrence of a CyberArk Privileged Access Security (PAS) error level audit event. The event.code correlates to the CyberArk Vault Audit Action Code.,['query'],event.dataset:cyberarkpas.audit and event.type:error,"['filebeat-*', 'logs-cyberarkpas.audit*']",['https://docs.cyberark.com/Product-Doc/OnlineHelp/PAS/Latest/en/Content/PASREF/Vault%20Audit%20Action%20Codes.htm?tocpath=Administration%7CReferences%7C'],"['Elastic', 'cyberarkpas', 'SecOps', 'Log Auditing', 'Threat Detection', 'Privilege Escalation']"
https://www.elastic.co/guide/en/security/7.16/cyberark-privileged-access-security-recommended-monitor.html,CyberArk Privileged Access Security Recommended Monitoredit,"['Privilege Escalation', 'Initial Access']","['TA0004', 'TA0001']",['Valid Accounts'],['T1078'],Identifies the occurrence of a CyberArk Privileged Access Security (PAS) non-error level audit event which is recommended for monitoring by the vendor. The event.code correlates to the CyberArk Vault Audit Action Code.,['query'],event.dataset:cyberarkpas.audit and event.code:(4 or 22 or 24 or 31or 38 or 57 or 60 or 130 or 295 or 300 or 302 or 308 or319 or 344 or 346 or 359 or 361 or 378 or 380 or 411) and notevent.type:error,"['filebeat-*', 'logs-cyberarkpas.audit*']",['https://docs.cyberark.com/Product-Doc/OnlineHelp/PAS/Latest/en/Content/PASREF/Vault%20Audit%20Action%20Codes.htm?tocpath=Administration%7CReferences%7C'],"['Elastic', 'cyberarkpas', 'SecOps', 'Log Auditing', 'Threat Detection', 'Privilege Escalation']"
https://www.elastic.co/guide/en/security/7.16/dns-over-https-enabled-via-registry.html,DNS-over-HTTPS Enabled via Registryedit,['Defense Evasion'],['TA0005'],['Impair Defenses'],['T1562'],"Identifies when a user enables DNS-over-HTTPS. This can be used to hide internet activity or be used to hide the process of exfiltrating data. With this enabled organization will lose visibility into data such as query type, response and originating IP that are used to determine bad actors.",['eql'],"registry where event.type in (""creation"", ""change"") and(registry.path :""*\\SOFTWARE\\Policies\\Microsoft\\Edge\\BuiltInDnsClientEnabled"" andregistry.data.strings : ""1"") or (registry.path :""*\\SOFTWARE\\Google\\Chrome\\DnsOverHttpsMode"" andregistry.data.strings : ""secure"") or (registry.path :""*\\SOFTWARE\\Policies\\Mozilla\\Firefox\\DNSOverHTTPS"" andregistry.data.strings : ""1"")","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']","['https://www.tenforums.com/tutorials/151318-how-enable-disable-dns-over-https-doh-microsoft-edge.html', 'https://chromeenterprise.google/policies/?policy=DnsOverHttpsMode']","['Elastic', 'Host', 'Windows', 'Threat Detection', 'Defense Evasion']"
https://www.elastic.co/guide/en/security/7.16/default-cobalt-strike-team-server-certificate.html,Default Cobalt Strike Team Server Certificateedit,['Command and Control'],['TA0011'],['Application Layer Protocol'],['T1071'],This rule detects the use of the default Cobalt Strike Team Server TLS certificate. Cobalt Strike is software for Adversary Simulations and Red Team Operations which are security assessments that replicate the tactics and techniques of an advanced adversary in a network. Modifications to the Packetbeat configuration can be made to include MD5 and SHA256 hashing algorithms (the default is SHA1). See the References section for additional information on module configuration.,['query'],event.category:(network or network_traffic) and(tls.server.hash.md5:950098276A495286EB2A2556FBAB6D83 ortls.server.hash.sha1:6ECE5ECE4192683D2D84E25B0BA7E04F9CB7EB7C or tls.server.hash.sha256:87F2085C32B6A2CC709B365F55873E207A9CAA10BFFECF2FD16D3CF9D94D390C),"['auditbeat-*', 'filebeat-*', 'packetbeat-*', 'logs-endpoint.events.*']","['https://attack.mitre.org/software/S0154/', 'https://www.cobaltstrike.com/help-setup-collaboration', '/guide/en/beats/packetbeat/current/configuration-tls.html', '/guide/en/beats/filebeat/7.9/filebeat-module-suricata.html', '/guide/en/beats/filebeat/7.9/filebeat-module-zeek.html']","['Command and Control', 'Post-Execution', 'Threat Detection', 'Elastic', 'Network', 'Host']"
https://www.elastic.co/guide/en/security/7.16/delete-volume-usn-journal-with-fsutil.html,Delete Volume USN Journal with Fsutiledit,['Defense Evasion'],['TA0005'],['Indicator Removal on Host'],['T1070'],Identifies use of the fsutil.exe to delete the volume USNJRNL. This technique is used by attackers to eliminate evidence of files created during post-exploitation activities.,['eql'],"process where event.type in (""start"", ""process_started"") and(process.name : ""fsutil.exe"" or process.pe.original_file_name ==""fsutil.exe"") and process.args : ""deletejournal"" and process.args :""usn""","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Defense Evasion']"
https://www.elastic.co/guide/en/security/7.16/deleting-backup-catalogs-with-wbadmin.html,Deleting Backup Catalogs with Wbadminedit,['Impact'],['TA0040'],['Inhibit System Recovery'],['T1490'],Identifies use of the wbadmin.exe to delete the backup catalog. Ransomware and other malware may do this to prevent system recovery.,['eql'],"process where event.type in (""start"", ""process_started"") and(process.name : ""wbadmin.exe"" or process.pe.original_file_name ==""WBADMIN.EXE"") and process.args : ""catalog"" and process.args :""delete""","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Impact']"
https://www.elastic.co/guide/en/security/7.16/direct-outbound-smb-connection.html,Direct Outbound SMB Connectionedit,['Lateral Movement'],['TA0008'],['Remote Services'],['T1021'],"Identifies unexpected processes making network connections over port 445. Windows File Sharing is typically implemented over Server Message Block (SMB), which communicates between hosts using port 445. When legitimate, these network connections are established by the kernel. Processes making 445/tcp connections may be port scanners, exploits, or suspicious user-level processes moving laterally.",['eql'],"sequence by process.entity_id [process where event.type == ""start""and process.pid != 4] [network where destination.port == 445 andprocess.pid != 4 and not cidrmatch(destination.ip, ""127.0.0.1"",""::1"")]","['winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",,"['Elastic', 'Host', 'Windows', 'Threat Detection', 'Lateral Movement']"
